emp_no,salary
239254,86942
239291,58517
239807,64574
240037,44339
240058,46952
240094,98537
240298,48605
240503,75675
240517,63495
240692,70726
241132,76336
242260,50737
242318,78722
242485,61379
242612,82459
242689,80107
242784,55283
24286,79868
243463,59179
243676,58825
24393,77215
243952,85961
244097,67375
244114,69085
244595,70671
244792,99568
244958,71078
245252,60553
245680,40680
246209,56094
246466,69036
246494,60523
246507,87371
246818,47760
246925,64435
246970,98136
247229,48858
24725,90754
247407,64421
247548,83144
247813,69427
248140,40000
248435,94488
248439,96719
248774,54564
248777,79117
248806,52833
248848,55441
248877,90777
248979,97263
24921,65308
249549,56995
25009,49816
250204,95001
250448,86840
250497,93063
250662,40000
250807,98935
251011,55081
251112,61768
251250,77431
25150,68414
251810,51178
251981,68853
252018,55079
252055,57656
252145,97932
25246,62886
25269,74072
252712,63545
252841,43295
253301,72372
253311,76525
253368,83042
253745,87754
253748,65027
254016,58611
254136,80730
254262,46641
254263,96783
254299,74903
254533,60538
254790,44680
255370,98420
25562,67639
255935,79764
25611,73320
256126,55757
256299,77524
256777,40000
256908,99935
257002,77201
257021,59900
257026,69876
257486,94955
257724,54509
257976,57199
258356,79631
258518,72096
258697,51926
259956,48855
260614,59677
260845,63889
260905,77464
260958,72365
261226,98566
261230,55496
261607,97748
262045,79384
26218,55309
26219,60273
262386,70415
262397,95882
262545,42667
262573,99240
26259,40000
262864,81404
263214,94479
263236,55601
263825,54416
26386,59717
263935,58945
264012,84437
26406,61533
264240,66030
264475,92774
264922,41655
265049,45728
265168,63449
265331,75111
265374,67750
265592,94967
265766,82864
265785,43903
265916,52960
265977,57965
265978,74069
266048,72406
266228,66580
266318,75241
266353,50013
266487,97096
266570,99287
266627,74401
266846,74561
267082,48894
267226,73181
267660,67452
267724,115625
267741,52065
268011,95894
268311,61530
268443,75810
268629,59240
268968,65873
269034,80039
26963,73041
269656,55782
269985,71527
270376,72953
270415,70106
270670,96442
270715,90831
270887,54785
271091,49391
271146,48845
271191,91711
271254,45503
271811,61326
272230,66755
272544,97899
272600,54392
272848,98472
272935,56487
272936,76266
273312,63471
273445,74334
273499,49287
273520,76956
273556,68925
273587,83400
273935,68331
274029,71899
274377,54547
274434,70437
274446,64606
274562,60231
27465,58047
275900,87645
276067,79508
276290,70368
276402,53997
276512,95443
276846,69127
276955,67427
277331,51847
277496,98134
277684,66916
277951,79153
278135,55900
278186,71422
278310,51997
278485,79253
278793,73583
278799,62208
278816,64033
278911,65322
278990,77655
279146,56353
27942,61928
279740,79192
279864,70860
280176,55426
280307,61045
280516,55312
280527,71056
280724,50235
281057,51225
281118,79045
281274,97123
281350,40543
281537,60857
281857,40776
282206,69069
282224,55380
282309,77430
282442,40000
282479,53843
282606,94992
282826,57504
282877,61332
282991,88866
283017,63876
283531,45642
284339,57147
284431,71811
284521,97734
285070,78784
285172,65334
285814,89191
285930,73902
286574,63077
286582,61947
286831,70079
287275,88318
287662,73333
287886,86765
288154,61164
28821,63362
28846,43520
288491,99003
288834,42438
288868,82797
288916,57954
288948,42815
288975,76747
289231,60302
28939,73089
289557,55854
289756,62178
289790,67658
289900,47526
28996,54105
290114,48879
290336,64167
290447,56007
290501,74262
290837,69229
290841,51872
290880,47004
290999,94029
291136,52683
291217,86686
29126,65945
291691,62501
291835,70117
291891,51476
292225,47841
292359,97988
292518,95866
292536,61847
292674,44400
292745,69041
292953,68909
292979,84750
293141,55008
293733,63513
293955,66885
294116,74440
294184,66193
294218,92377
294382,44423
294390,92241
294719,77715
294872,71516
294937,96656
29561,59209
295801,80303
295802,66554
296015,71383
296064,56980
296207,75339
296241,68997
296278,65056
296283,43286
29642,99302
296542,80219
296651,58340
29687,83792
296876,60071
296885,68420
297116,66125
297242,72034
297262,80056
297435,73940
297455,61769
297468,68076
297521,58244
297568,98838
297699,63615
297932,73060
29818,99252
298327,44260
299224,77303
29961,75097
299836,71768
299842,58090
30164,42446
30293,52629
30826,51658
31236,62342
31717,80002
31721,48938
31771,82143
31825,68227
31919,64036
32053,75429
32760,81306
33096,58696
33343,98557
33582,125493
33917,76986
33942,58102
33971,84273
33992,59625
34199,40658
34583,98850
34856,97812
35027,90499
35288,48314
35731,58648
35774,73656
36261,81145
36294,63779
36634,64715
36737,69619
36765,78920
36796,46648
36934,50565
37211,45293
37378,67886
37431,66417
37445,58763
37570,64627
37636,58244
38110,68690
38469,48403
38486,70726
38495,53829
38828,59206
38893,78272
38995,43740
39066,69125
39401,57505
39634,56560
39862,76736
39928,50237
39996,43079
400031,53570
400351,86883
400498,55814
400527,99142
40127,73616
401314,58024
401439,68187
401529,99595
401740,95985
401842,69088
401855,97836
401930,99855
402020,56704
40226,79110
402633,64650
402828,68937
402893,62749
403045,46481
403248,72118
403400,69367
403427,70185
403480,62194
403560,73999
403734,82294
403738,87133
404027,62256
404125,47584
404201,72668
404208,76127
404315,54266
40463,46372
405077,70525
405151,42688
405383,96630
405657,89626
405725,76033
40574,49641
405846,68396
405917,68098
406124,89162
406178,58658
406482,78808
406796,98429
407049,62370
407178,40000
407542,53922
407614,46092
407834,52254
408100,83815
408190,48413
408236,51105
408365,44567
408399,55184
408771,79206
409087,52514
409167,60440
409220,69685
409357,50752
409390,59113
409521,56515
409927,59473
410063,53206
410503,69342
410636,72733
411022,71612
411113,73920
41117,73537
411608,74219
411999,87620
412051,40000
412183,81350
412309,49185
412313,52220
412408,82670
412420,49870
412661,99865
412908,62815
412962,40000
412963,76800
413007,64058
413250,64104
413307,67788
413352,54959
413668,88601
413732,69415
413769,52342
413937,99171
414030,116077
414360,96374
414374,54074
414376,80890
414414,75011
414558,89567
414828,70233
415258,60600
415299,42224
415355,73544
415571,54217
415722,59478
416587,63067
416709,51566
416899,62172
417890,59759
418028,67189
418078,60070
418120,59263
418157,47043
418172,96971
41818,40000
418366,74131
418384,87612
418473,80910
418561,72520
419060,44008
419080,71458
419181,75377
419574,69645
419611,72244
419690,77729
419750,76936
419865,57492
419955,59299
42032,51688
420421,49731
420886,51407
421036,86281
421266,77620
421276,55934
421341,96598
421393,70820
421605,49201
421769,78476
421970,60113
421993,72681
422038,43949
422202,74667
422256,93124
422567,73315
422714,90721
422991,81665
423094,71274
423101,73767
423245,69648
423413,49065
423570,53086
423625,71621
42372,70413
423965,54668
423996,90916
424414,63793
424917,63444
425106,77722
425249,96314
425894,57202
425935,79906
425955,44127
426277,81537
426284,62490
426407,69754
426813,96983
42682,51088
427195,43708
42739,51368
427416,66976
427800,54908
428054,80229
428094,61746
428471,60040
428625,93407
429006,55358
429098,89023
429311,67770
429358,62223
429773,67963
429842,90082
429973,46847
430044,75319
430202,97130
430438,93591
430569,45651
430650,83268
430658,59828
430719,59883
431336,61693
431448,62811
431506,69168
431648,58307
431828,84006
432523,88381
43269,67851
43286,59852
433073,68271
433175,45460
43342,56255
433528,83517
434310,52029
434535,47815
434808,72190
435008,72880
435227,52037
435371,75367
435385,80724
435408,65953
435692,67105
435920,99381
436089,54060
436298,50521
43687,61825
436916,59016
437685,67728
437708,45031
437856,62720
437895,78635
43810,55264
438190,59429
438397,66725
438521,60922
438893,73546
43902,59464
439042,78328
439106,97440
439707,66424
439920,94525
440169,88580
440220,57238
440236,62741
440243,47593
440321,65430
440649,63205
440791,64603
440878,62010
441005,59049
441031,66466
441135,69898
441379,57524
441469,75186
44155,61451
441621,42094
441624,83799
441812,59471
441828,53530
44184,66358
442189,55059
442247,66994
442380,63355
442720,74996
442747,66229
443038,68065
443339,41171
443460,60115
443561,89102
443626,58070
443709,58547
44391,81264
444310,86849
444533,72107
444536,75732
445026,61651
445136,51061
445447,75787
445483,44775
445687,82759
445743,83789
446582,55008
446647,48482
446909,75844
447272,54387
447415,82102
447416,75532
447446,68618
447730,49829
447789,59381
447968,75102
448041,73722
449050,99046
449306,68549
449629,99043
449866,65123
449973,75106
449981,62381
450023,71511
450188,52790
450442,80949
450481,79032
450593,74086
450950,57518
450954,44688
45096,99836
451173,82568
451620,79034
45192,67683
452101,82715
452294,44451
452334,86703
452521,59001
452812,45541
452916,85730
453053,64109
453246,86404
453607,79454
453745,85741
453774,68060
454002,79911
454875,63771
454882,88657
455195,75571
455345,77909
455580,73690
455785,95915
455811,83289
455881,86298
45610,94109
456137,53361
456380,73064
456499,62209
456665,69714
456727,61815
456841,90786
45708,53576
457321,93646
457343,86645
457668,59285
457691,51623
457701,86753
457806,65054
457931,65443
458216,68583
458453,62930
458588,64663
458743,65440
458750,61239
458779,66241
458908,45988
458966,99113
458991,50243
459012,69282
459025,40000
45948,85335
459672,80377
459723,47440
460000,67781
461379,59034
461731,83831
462028,73507
462185,40000
462313,53662
462363,84466
46258,53542
462939,72511
463414,59226
463524,62223
463752,63615
463768,44338
463898,43132
464100,98692
464109,60516
464204,97299
464514,44026
464877,56299
464902,99447
464956,75676
465120,86953
465315,99946
466073,98705
466128,48263
466316,77837
46635,85754
466567,93578
466809,65691
466858,47866
467350,75692
467836,72159
468066,89035
468072,53181
468699,60272
468885,74787
468890,57331
469237,52193
469600,69773
469704,76392
469707,49182
470015,46880
470178,60091
470319,65824
470792,53167
470804,63367
470837,74135
470931,65622
470970,66119
471123,64326
471132,98190
471145,52016
471383,67560
471386,45600
471593,42770
471768,45749
472102,86140
472322,48112
472466,95404
472709,97976
472880,45293
472952,71854
472975,97967
473299,98511
473390,40000
473455,98419
473469,65661
473660,64357
473818,48834
473824,96056
473831,60249
473877,83152
474052,48819
474212,70817
474266,55938
474461,68252
474500,125330
474765,45650
47536,53103
475709,81947
476025,69277
476321,58185
476352,46903
476447,87213
476481,47434
476829,71305
476866,65259
477133,61178
477244,81401
477993,70319
478042,60440
478293,54819
478308,54322
478413,61460
478462,88066
478554,97771
478686,50615
478710,71136
478919,85971
478930,55080
479060,53046
479162,72379
479448,68133
479582,61398
479761,44493
479890,52785
47999,53208
480040,41625
480268,66577
480308,48118
480485,72488
480924,41213
480933,51780
481193,74869
481263,64337
481737,78492
481842,88585
481890,62980
481944,58316
482133,57014
482185,87369
482222,48906
482350,67379
482423,75872
482647,63390
483030,71426
483666,40000
483715,98650
48401,65929
484082,98502
485052,62768
485190,96355
485301,74712
485360,72849
485466,44749
485563,67616
485661,94926
485836,52952
485886,40000
485913,71383
486011,79378
486025,71273
486232,98301
486282,89461
486537,97860
486643,65217
486935,49939
487159,81025
487317,88123
487420,60791
487488,99779
487500,68358
487712,50709
487920,67150
488029,57407
488081,67192
488160,65483
488190,53841
488290,63304
48882,56514
48910,44949
489248,40000
489280,59411
489620,52165
489628,76986
48964,43164
490165,86295
490178,53249
490535,83520
490654,96600
490724,46803
490757,44738
491038,89063
491055,76815
491399,87760
491435,73205
491709,75936
491764,63931
491806,66401
492189,45043
492340,84135
492697,83798
492724,75794
492868,52248
49320,89564
493286,75041
493336,99205
493353,82239
493393,86965
493425,73884
493563,40578
493852,85595
493908,59735
494228,93857
495139,53581
495314,89348
49534,99074
495749,70797
49587,69244
496100,62610
496208,58131
49664,88304
496715,78872
497184,64121
49720,52841
497206,84155
497265,40000
497414,58548
49751,81098
49762,96604
497649,59070
497962,65527
498105,76253
498315,76550
498353,78411
498364,42352
498530,73807
498552,58631
498574,48994
498608,69674
498788,58113
498949,69096
498951,49732
499061,58970
499128,91276
499147,92220
499198,66431
499339,77939
499340,90319
499469,88590
499473,64752
499488,59048
499598,82893
499687,57953
499716,60171
499918,55843
50093,71290
50125,75585
50334,59577
50543,44792
50983,97838
51037,59561
51078,65831
51137,54304
51515,43838
51655,51561
51709,58230
51948,91115
52193,48266
52202,98591
52232,55244
52323,40000
52465,80260
53368,65562
53449,59277
53567,59550
53708,59169
53727,59335
54188,98920
54771,74982
55005,69296
55082,74563
55176,55531
55351,49646
55708,73589
55868,62728
56363,74313
56828,77150
56950,95670
57068,66812
57420,78391
57509,94421
57633,59069
57962,69409
58088,64714
58477,85328
58538,75879
58646,75705
58813,62234
58950,76131
59422,60292
59720,97558
59896,54452
60085,68430
60119,71497
60135,61992
60595,45949
61484,58445
61936,69463
62107,99520
62486,66731
62717,68459
62826,70948
63926,64175
64056,76423
64113,54173
64193,62353
64198,60427
64918,58319
64925,63650
65041,68198
65263,73053
65267,98880
65278,57491
65566,84896
65782,80436
65786,51918
65843,62687
65852,95318
66244,57568
66266,91676
66276,59229
66536,74774
66913,49836
66959,76685
67013,99656
67180,71566
67342,82308
67449,92968
67468,45826
67805,84091
68192,60697
68343,63068
68772,56501
68847,95897
68994,53350
69036,47520
69233,70910
69255,93790
69258,89067
69491,40753
69876,65161
70099,63372
70454,60795
70631,68718
70693,49112
70696,69362
70790,61315
70838,54484
70912,46216
71599,67457
71624,55898
71693,99874
71940,58871
71956,56672
72635,77238
72895,61305
73286,122649
73464,94032
73583,98927
73799,86911
73837,53292
73956,99460
74347,98826
74428,87158
74457,98673
74498,59048
74778,63161
74911,60849
74918,99236
75039,73160
75114,99740
75152,99228
75593,68301
75634,62950
75970,46085
76027,84836
76035,80531
76333,61849
76934,59751
77097,68483
77534,52786
77919,90504
77953,53155
77993,81900
78105,47017
78274,69467
78596,61074
78743,98645
79140,76340
79578,56965
79710,76215
79715,58763
79725,93367
79755,97623
80016,62793
80021,76556
80128,63676
80347,64073
80466,89816
80497,63791
81134,91251
81161,81652
81247,99349
81539,97371
81553,73324
81610,80916
81868,74134
82114,54838
82286,64897
82516,68430
82547,49309
82794,78400
82830,97876
83212,50060
83272,49557
83373,64379
83395,86975
83412,62447
83591,73644
83697,57895
83715,53406
83925,65796
83984,57462
83992,85157
84034,62644
84294,96058
84558,89710
85076,48653
85291,55879
85436,70863
85531,51090
85810,52121
85979,40083
86145,77528
86349,40000
86699,72905
87059,66481
87149,69252
87239,85237
87379,69351
87490,79110
87964,60701
87971,88566
88162,87697
88230,52740
88448,55375
88576,99962
88650,60222
88888,68751
89161,59600
89441,62696
89583,43207
89794,63519
89954,63747
90709,69922
90845,74803
91279,48604
91490,99322
91750,83617
92493,63194
92829,59203
93046,46112
93172,99075
93392,67920
93421,66880
93435,85011
93500,63197
93523,62720
93725,60525
94038,119452
94188,46480
94298,58157
94767,86546
95179,57786
95267,78880
95346,98567
95350,55429
95521,55498
95765,55809
95941,99124
96244,70300
96591,59023
96617,98851
96677,40000
96735,66426
96899,55867
96930,99785
97044,57315
97087,52721
97138,63009
97487,63215
97909,83121
98434,99699
98465,53318
98563,72789
99156,65614
99782,57320
99991,98980
100123,90159
100228,76895
100408,58277
100705,48832
100844,58121
101045,84284
101375,74591
101482,96533
101669,65327
101748,51577
102316,50740
102421,71831
103125,67173
103342,46030
103514,78558
103681,77522
104371,85745
104500,44219
104812,76553
104840,83219
104956,58124
105135,62548
105162,82198
105217,58048
105325,86729
105356,65563
10537,86754
105381,70012
105842,45116
10595,72014
106998,78151
10707,75526
107271,44863
107311,76806
107372,84251
107543,64939
107586,50337
107788,67743
108017,50265
108053,88684
108229,52254
10828,61424
108449,98921
108665,61715
108683,64397
108921,63875
10896,46963
109063,53695
109112,49040
109245,51040
109487,73780
11032,52207
11082,46252
11088,61333
11340,67194
11496,66512
11803,41473
12091,71065
12124,83350
12309,53089
12375,46271
12644,61834
12661,55047
12921,49950
13668,63339
13967,72809
14136,85044
14830,76746
14855,82242
15079,59546
15896,92790
15900,56675
15984,57329
16010,65002
16563,57383
16814,68340
16835,71421
16883,59865
17319,53741
17626,81965
17991,62270
18288,59754
18589,60829
18672,86522
18711,99696
18795,75024
19231,76861
19492,68235
19603,97393
19761,65098
200064,74713
200301,78691
20051,59736
200660,89081
200700,74103
201024,69440
201387,77049
201597,72337
201634,82659
201878,80027
201939,40000
202247,77749
202620,67182
20269,47930
202691,44670
202866,51620
202908,75499
202957,54215
203225,64121
203312,98991
203333,68342
203629,75931
203672,62645
203674,41597
203781,68488
203866,81417
204175,65411
204213,46581
204235,50628
204289,96465
204430,57224
204528,99912
204691,55892
204740,55315
204937,44160
204940,48772
205392,99339
205753,61588
206195,69963
206225,55829
206555,54899
206679,99991
206842,53981
206912,95234
20701,85515
207352,97913
207558,97480
20772,76869
207767,78262
207885,81513
208334,57475
208363,58342
20850,84553
20855,63115
208835,63461
208840,81530
208849,64923
208973,46954
209143,98679
209494,61268
209909,97708
210097,94568
210494,46672
210672,58834
210781,75024
211192,63613
211199,63251
211412,78566
211467,46333
211507,44602
211698,61582
211879,57418
211991,74046
212127,58485
21234,66931
212406,65853
212419,55791
212544,57588
212588,64499
212636,78176
212668,52694
212797,88285
212818,40000
213015,80528
213056,78876
213280,76922
213313,71152
213354,67978
213464,64642
213702,77171
214381,64669
214969,64028
215405,57174
215567,77872
216258,47893
216271,47602
216387,81770
216412,62001
216414,58382
216500,61955
216712,62903
216926,45241
217292,78074
217418,98041
217465,52119
217832,75772
217872,57895
21813,52805
218134,64314
218815,66193
21903,77762
219322,57383
219487,119923
219744,49817
219763,98682
219791,52716
21981,89956
219934,99222
22015,40000
22096,99224
221061,65071
221163,70629
221191,55013
221202,86997
221438,61613
221443,46375
221466,93601
221917,44042
221975,82692
222305,56171
222337,52876
222657,53226
222837,62140
22293,54871
223029,75935
223111,59827
223301,59422
223430,40779
223475,94372
223572,70417
223787,69907
223833,68756
22403,54996
224061,56425
22410,46715
224187,73408
224244,99603
224547,98345
224654,52929
224955,45818
22520,66522
225586,59185
225640,82590
225899,69805
226275,94092
226685,64299
227079,55805
227496,47795
22758,95396
22767,82056
227937,51549
227940,44426
228127,78007
228135,65016
228370,63852
228693,65332
228880,59127
229088,76449
229333,57484
229541,70412
229613,70651
229891,96868
229898,51686
230112,70859
230466,57316
230519,87913
230884,70440
231217,63631
23131,42978
231420,121760
231467,51580
231586,98789
23172,72282
23175,75727
231810,45230
231929,59647
231938,56718
23214,46126
232314,64848
232325,90747
232376,71160
232828,54204
232911,78127
233236,67200
233282,47941
233772,50878
234297,99678
234345,48355
234348,70435
234460,65938
234492,97306
234672,81085
235562,74233
235782,79851
236297,65253
236329,77907
236515,66781
236787,99087
23721,66950
238030,80628
238492,72542
23857,66305
238635,66396
23896,67107
239029,56180
239136,66358
239265,94785
239327,58142
239416,56347
239893,82919
240092,52069
240754,61338
240875,72011
240924,76196
241144,73712
241631,77723
242107,74037
242396,72515
242762,47985
24298,67365
243205,84053
243262,91513
243788,79667
243933,69643
24425,61665
244292,67447
24469,80679
245155,60613
245217,70446
245373,75654
24542,44884
245444,99441
24566,42482
245909,97658
246356,68127
246706,94149
246912,44399
246921,50875
247062,61614
247173,60384
248837,51324
248875,47198
249001,84123
249085,50473
249160,99468
249179,76888
249948,98176
250188,98446
250237,59595
25033,62640
250403,57321
250575,84581
250616,47482
250677,48989
25087,48560
251046,59411
251054,71334
251252,86507
25133,66604
251383,81493
251711,49998
25173,49380
251762,96879
252134,56958
252647,62225
252770,76693
25279,75732
253024,64482
253082,65817
253104,85108
253269,64064
253283,45174
253475,86101
254153,57815
254181,46108
25443,41363
254643,95445
254699,82473
254956,40000
255183,70115
255188,41879
255217,55805
255245,45327
255525,74758
255609,98707
255690,80686
255733,72515
255966,76528
256330,64920
256333,77086
256718,44133
256787,71270
257207,67901
257379,54264
257568,45339
257716,51576
257763,90413
257765,52672
257780,55278
257896,46195
25800,69767
258151,54902
258429,58114
258504,74596
258551,53524
258798,50325
25922,82927
25944,97036
259745,62655
259747,58706
259772,96773
259804,84521
260119,64897
260163,58309
260588,99179
260729,54410
260754,65513
260875,76675
261051,77089
261057,62596
261081,62252
261109,46057
261201,67488
261344,62680
261606,99277
262361,70658
262748,67763
262848,97609
263510,51899
26365,99452
263712,41192
263938,56909
264180,66729
264201,72219
26433,86823
264334,62657
264539,64224
264718,57640
265081,41335
266411,62260
266545,62568
266548,48967
26719,74483
267521,58522
26779,74873
268064,75393
268177,49546
268413,80569
268481,45328
268790,64321
268871,75348
268899,59012
269391,49158
269447,47719
269505,84100
269752,73005
270065,98167
270168,52066
270452,52359
270602,82570
27101,65515
271093,71356
271423,92085
27153,64330
271664,54527
272030,70699
272080,48879
272108,72452
272187,75051
27225,71093
272341,81332
27254,73706
27292,55873
273180,92018
273196,41839
273267,63403
273457,54651
273721,68957
274141,78873
274275,91400
274345,98109
274406,47278
274550,66036
274919,55927
275049,74707
275616,85009
275993,68534
276180,70565
276586,58500
276934,52367
277099,74269
277515,63028
277613,91297
277714,44716
27777,71974
277794,91822
277897,41434
278129,52213
278130,78610
278401,41777
278775,72018
279141,63677
279196,47283
279416,66118
279524,51804
279589,46893
279831,80752
279860,87191
280120,59646
280303,67982
280397,56087
280415,63312
280456,89607
281093,95505
28120,53795
281517,53322
281524,47892
281752,51381
281876,68237
282131,72586
282136,55729
283444,78783
283517,68608
283728,59325
284132,41326
284181,63925
284233,42382
28440,69158
284555,72692
284648,70048
284751,64565
284806,88832
284925,84382
284983,65792
28519,63420
285543,79444
28558,65694
285722,69491
285802,80594
286254,98097
286324,78684
286750,72476
286862,44505
286891,61933
286982,98485
286993,49521
287256,98178
287423,59307
287547,69911
287782,76963
28794,70355
288012,83242
288171,51229
288174,45662
288638,73761
288960,99306
288990,77351
289146,88679
289169,57053
289648,42282
28966,49233
289845,76383
289852,55795
289883,70780
290123,49778
290206,81135
290240,63696
290283,66374
290641,56722
290766,58604
290872,82547
291125,63760
291164,51673
292308,99577
292541,43803
292567,82414
292639,75989
292925,57282
292944,65808
293296,76751
293559,93439
293874,59668
295099,60298
295144,94371
295262,55625
29530,85798
295560,79607
295578,64310
295809,86787
295941,65654
296145,69137
296291,42911
296366,92573
296448,47184
296463,80587
296586,68582
296718,66772
296858,92810
296934,41760
297019,40000
297223,43478
297336,70022
297392,51953
297452,52968
297691,71253
298409,91832
298500,90262
298530,68008
299084,80115
29921,75146
299222,92942
299246,48223
299373,95984
299379,87968
299469,91670
299919,63721
30149,52977
30208,98390
30237,48033
30434,89903
30585,56745
30629,45180
30655,98270
30884,48811
30916,40000
30945,70163
31085,56116
31599,40500
31695,77702
32268,86896
32372,72879
32415,66017
32633,79518
32776,97700
33552,78615
34080,71601
34087,62154
34192,58649
34555,48595
34752,73585
35087,57548
35404,76385
35559,49923
35643,48193
35726,85553
35740,72815
36150,55331
36488,55052
36583,67032
37277,61048
37485,99264
37496,97646
37550,41129
37586,64825
38031,95239
38466,50219
38586,61042
38735,63848
38867,43001
38870,54237
39077,68012
39223,97883
39363,73631
39740,93914
39802,40000
39866,75569
400392,57307
400404,85647
400515,94375
400588,85097
400812,67303
400878,64634
401042,59263
401076,98957
401139,99327
401225,70705
401226,59657
401660,56111
401694,71910
401702,46982
401924,66995
401990,62559
402203,68076
403423,43998
403495,43593
403704,77931
403741,78794
403770,54560
403914,41839
40398,99823
404274,90025
404479,71631
404969,87434
405241,55977
405314,80245
405358,57167
405362,57390
40539,60138
40566,80438
405878,59247
405921,53811
405932,60524
406483,54985
407089,93937
407246,84358
40763,58814
407662,46244
407685,42661
407784,73414
408123,49371
408211,60052
408280,41644
408400,78395
408819,73324
408967,71194
40910,59254
410330,54765
410426,53241
411032,60853
411261,68450
41127,84461
411343,70944
411355,69415
411454,65581
411928,51426
411938,42393
411982,55134
412167,79616
412323,83275
41238,55255
412412,71697
412968,67377
413060,83800
413425,55635
413435,62416
413440,62988
413591,70988
414195,82571
414313,48840
414474,55133
414759,98692
414770,80006
41481,84791
414891,48112
415027,72959
415247,83575
415377,96840
415532,74417
41574,40000
415914,50322
415915,54710
416103,70382
41617,91048
416250,79963
41627,90361
416892,71241
41698,82068
417139,59819
417238,51830
417327,99003
417451,69563
417873,67417
418365,96832
418513,48519
419061,55007
419381,79400
41941,44839
419442,50279
419466,97449
419479,79519
419540,58250
419614,67301
41978,64849
420156,83733
420168,83631
420251,58932
42068,80715
420855,61047
421173,66889
421186,76279
421199,74285
421469,92893
421537,77120
42165,65211
422151,98709
422296,64757
42234,54607
422378,48253
422438,71053
422531,42979
422799,58352
422838,60860
42291,94315
423315,71536
423358,54963
423410,84651
423504,49237
42351,61169
423538,89219
42398,55385
424075,49166
424190,65245
424245,66485
424317,59716
424592,75352
424687,76840
424688,72897
424788,97137
425003,41802
425027,62944
425034,84018
425146,57818
42584,69967
425963,63642
42634,78096
42655,81466
426832,72955
427446,49647
427618,51645
427685,56226
427948,50998
428114,56455
428193,43808
428731,91136
428844,64773
428959,97334
42939,66588
429533,45336
429930,60377
430251,93588
430656,70119
430735,48982
430990,80936
43135,99630
431474,40000
432397,97521
432430,60746
432660,79586
432689,68832
432747,86540
432749,90866
433632,60918
43365,69814
433653,74063
433898,99283
434385,73060
43458,81838
435228,86301
435311,54625
435591,58080
435673,91607
435807,55922
436019,98545
436143,77472
43644,48885
436724,46817
436947,55611
437216,46827
437290,99867
437310,66204
437733,62979
437787,60899
437969,75529
438426,68080
43880,49830
439085,98680
439612,58083
439799,63401
440057,86147
440154,53757
440263,40000
440327,63943
440365,90044
44062,99405
440656,68172
44112,63928
441142,61481
441305,62477
441515,67608
441584,53045
441613,69519
441810,90070
441883,41787
442119,89940
442134,67181
442890,58003
442959,69626
443374,74943
443429,51122
443528,98806
443773,70982
443820,68813
443886,56452
443937,79768
443952,50393
444140,78055
444762,54261
444792,93826
44490,82387
445108,98075
445183,54641
445265,59163
445271,99159
445472,84465
445510,49132
446151,59948
446410,79418
446630,40000
446828,93706
447249,45967
447382,51512
44753,57112
447585,80971
447726,68907
448350,58818
448388,96945
448779,74319
449096,83713
449365,57911
449702,85403
449732,68400
450832,41273
450907,76794
451137,84385
451265,48964
451344,41861
451667,80117
451683,60604
45189,42329
452240,62870
452376,64137
452427,83084
452508,56896
452525,113290
452759,97539
452869,64596
452928,75472
45305,72306
453262,86238
453464,68340
453893,63925
453897,51851
453902,78253
454634,97794
455305,87778
455623,87661
45588,52280
456021,99751
456162,97857
45647,70639
456593,57641
456776,68913
456848,48844
456900,87591
456962,54267
456999,62602
457472,53119
457902,66343
458125,62308
458181,61941
458482,49451
458787,97222
459117,91987
459195,54124
459361,98266
460019,51729
460102,40056
460361,80292
460513,95878
461033,53346
46112,98021
461128,84320
46117,81347
461808,72164
461859,71897
462010,46713
462315,49683
462730,86571
462767,67798
463060,47536
463110,58983
463160,91653
463517,47547
463557,63407
463803,92194
463863,72081
463979,62268
46398,78241
463980,97008
464008,62165
464043,74040
464687,75953
464826,98286
464836,80447
465031,60925
465610,75884
465662,66963
465817,99630
465903,76438
465948,98079
466241,94700
466308,69973
466346,61226
466575,91888
466576,54333
466998,69237
467055,58597
467432,85592
467963,68415
468296,99077
468661,63287
468726,96402
468749,62707
468901,75553
468943,67304
469196,50757
469341,62500
469381,51301
469386,80457
469511,75886
46955,44606
469912,79530
469975,51751
469977,73817
470129,58322
470225,71667
470292,80459
470300,53381
470397,69304
470461,69192
47050,48263
470544,67096
47056,93846
470684,83894
470944,84604
471178,75052
471226,43684
471495,87950
471763,49515
471869,83156
472190,55927
472278,84646
472360,51665
472365,99283
472926,53864
47303,59875
473158,60598
473198,54554
47323,98479
473297,73819
473375,47230
473701,59988
474383,52652
474418,96951
47475,92066
474935,81933
474960,97278
475040,99111
475051,92207
475367,70794
475385,48840
475649,60837
475805,86015
475902,90974
475954,56624
476054,79659
476220,75057
476435,53246
476463,86713
476743,42241
476904,82939
477045,98999
477076,53635
477116,70573
477677,74153
477975,66603
478237,51313
478767,68773
479354,63474
479356,47686
479514,78169
479530,77415
479531,65347
479598,80573
479750,64434
479776,73629
479921,81364
480055,66222
480205,97716
480440,49351
480481,75920
480506,51622
480655,61594
480921,59455
481046,73925
481082,69147
481155,84313
481380,99567
481457,88992
481532,73391
481617,65184
481795,74991
481840,59541
481882,63603
481913,52443
48194,92334
482074,43149
482159,96946
482569,66615
48275,99628
482753,92201
482870,52360
48300,56730
483052,72805
483118,55754
483249,74028
483258,55503
483527,50584
483710,63902
483722,65207
484343,52205
484478,64219
484647,51274
48473,72919
484771,78600
